,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile,Connections,total – including IoT,Total,Sub-Saharan Africa,Cameroon,Total market,,,,,,   4 332 476,   5 387 046,   6 655 128,   7 683 723,   9 533 451,   11 897 345,   13 216 094,   14 459 480,   16 537 178,   16 561 730,   18 174 646,   19 018 153,   21 909 124,   23 303 013,   23 322 876,   24 512 746,   26 143 005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   15 764 298,   17 202 355,   17 472 115,   16 537 178,   16 699 981,   16 934 817,   16 659 522,   16 561 730,   16 747 652,   17 166 540,   18 085 747,   18 174 646,   18 260 509,   18 165 878,   18 412 549,   19 018 153,   19 658 376,   20 606 517,   20 723 866,   21 909 124,   22 524 096,   22 701 869,   23 858 595,   23 303 013,   23 097 187,   22 773 733,   22 638 063,   23 322 876,   23 293 279,   23 642 414,   23 956 613,   24 512 746,   25 070 504,   25 475 553,   25 824 140,   26 143 005,   26 659 236,   26 956 158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections/total – including IoT | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active mobile connections (handset, mobile broadband and IoT). Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT,Total,Sub-Saharan Africa,Rwanda,Total market,,,,,,    636 646,   1 322 654,   2 160 415,   3 289 590,   3 922 231,   4 782 530,   6 156 068,   7 091 214,   7 873 770,   7 873 571,   7 906 715,   9 530 691,   9 535 013,   10 198 402,   10 484 438,   10 861 247,   12 294 560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   7 174 781,   7 385 230,   7 667 093,   7 873 770,   7 849 132,   7 954 869,   7 879 995,   7 873 571,   7 947 597,   7 971 664,   8 127 718,   7 906 715,   8 165 849,   8 395 365,   8 817 582,   9 530 691,   9 147 932,   8 881 788,   9 241 808,   9 535 013,   9 657 417,   9 426 396,   10 055 984,   10 198 402,   10 251 680,   10 605 797,   10 592 060,   10 484 438,   10 292 431,   10 338 848,   10 672 497,   10 861 247,   11 231 871,   11 589 723,   12 110 255,   12 294 560,   12 639 913,   12 938 309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections/total – including IoT | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active mobile connections (handset, mobile broadband and IoT). Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT,Total,Sub-Saharan Africa,South Africa,Total market,,,,,   33 957 541,   39 424 472,   45 018 112,   46 052 781,   48 633 693,   58 119 919,   65 606 716,   70 782 860,   79 256 153,   83 275 942,   87 848 891,   94 599 764,   103 238 157,   103 003 668,   108 010 769,   115 881 009,   119 893 863,   127 518 635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   80 365 521,   81 818 109,   82 046 568,   83 275 942,   82 256 550,   81 679 948,   84 450 188,   87 848 891,   88 814 185,   92 625 851,   93 533 598,   94 599 764,   95 719 366,   98 546 233,   99 850 687,   103 238 157,   102 738 793,   103 015 620,   103 068 248,   103 003 668,   99 125 943,   97 129 171,   103 945 803,   108 010 769,   109 113 095,   110 915 741,   113 410 255,   115 881 009,   115 662 006,   117 075 402,   119 307 171,   119 893 863,   119 132 929,   120 308 006,   122 425 127,   127 518 635,   128 073 944,   127 293 963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections/total – including IoT | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active mobile connections (handset, mobile broadband and IoT). Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT,Total,Sub-Saharan Africa,Tanzania,Total market,,,,,   8 608 532,   8 333 463,   13 134 875,   17 731 743,   21 463 273,   26 460 128,   28 309 989,   28 920 250,   34 317 170,   41 894 401,   42 503 297,   42 525 024,   46 174 786,   50 466 773,   54 152 737,   57 247 261,   63 622 178,   74 040 999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   35 890 009,   37 364 423,   39 325 225,   41 894 401,   41 736 798,   41 462 526,   42 393 068,   42 503 297,   42 218 343,   42 747 365,   42 419 509,   42 525 024,   42 848 765,   44 332 307,   45 484 291,   46 174 786,   46 621 966,   46 531 577,   47 469 477,   50 466 773,   51 677 295,   50 906 647,   52 022 644,   54 152 737,   55 809 581,   56 175 873,   57 189 882,   57 247 261,   58 556 996,   59 472 307,   61 407 803,   63 622 178,   65 281 126,   67 575 359,   70 728 730,   74 040 999,   76 327 220,   79 602 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections/total – including IoT | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active mobile connections (handset, mobile broadband and IoT). Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT,Total,Sub-Saharan Africa,Uganda,Total market,,,,,   2 697 616,   5 163 414,   8 555 980,   9 387 880,   12 836 231,   16 709 729,   16 689 782,   18 094 222,   20 401 141,   20 268 117,   22 904 040,   25 035 257,   24 502 447,   26 755 702,   27 901 802,   30 469 850,   34 319 142,   40 538 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   21 495 339,   21 951 910,   22 691 076,   20 268 117,   21 144 030,   22 091 112,   22 057 271,   22 904 040,   23 736 010,   23 684 088,   24 442 267,   25 035 257,   24 117 358,   23 800 933,   23 241 084,   24 502 447,   24 768 808,   25 574 886,   25 743 591,   26 755 702,   28 525 556,   25 541 011,   26 628 034,   27 901 802,   28 513 327,   29 105 874,   28 890 007,   30 469 850,   30 432 645,   31 018 482,   32 263 175,   34 319 142,   36 412 837,   37 738 842,   39 113 243,   40 538 201,   42 016 262,   43 551 330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections/total – including IoT | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active mobile connections (handset, mobile broadband and IoT). Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT,Total,Sub-Saharan Africa,Zambia,Total market,,,,,,   2 639 000,   3 662 566,   4 410 403,   5 771 463,   8 170 377,   10 532 485,   10 436 213,   10 081 759,   11 578 453,   11 770 808,   13 476 966,   15 521 864,   17 289 979,   19 205 743,   20 416 075,   20 062 957,   20 208 697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   10 854 575,   10 621 825,   10 857 196,   11 578 453,   11 635 822,   11 694 401,   11 710 215,   11 770 808,   11 947 684,   12 462 865,   13 007 071,   13 476 966,   13 531 527,   13 881 118,   14 525 790,   15 521 864,   15 755 128,   15 967 555,   16 953 590,   17 289 979,   17 141 862,   18 004 121,   18 709 940,   19 205 743,   19 377 690,   19 819 511,   20 118 142,   20 416 075,   19 577 019,   18 906 908,   19 479 591,   20 062 957,   19 892 459,   20 327 100,   20 003 163,   20 208 697,   20 417 359,   20 630 386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,All,Standardised,"Mobile/Connections/total – including IoT | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active mobile connections (handset, mobile broadband and IoT). Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT – prepaid,Total,Sub-Saharan Africa,Cameroon,Total market,,,,,,   4 274 445,   5 326 977,   6 592 725,   7 596 642,   9 429 301,   11 768 645,   13 060 676,   14 293 039,   16 337 718,   16 352 103,   17 882 605,   18 695 122,   21 562 932,   22 947 800,   22 864 801,   23 937 718,   25 441 113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   15 580 599,   17 000 044,   17 264 178,   16 337 718,   16 498 888,   16 731 128,   16 456 033,   16 352 103,   16 523 042,   16 920 300,   17 810 314,   17 882 605,   17 957 199,   17 858 341,   18 099 014,   18 695 122,   19 327 968,   20 266 391,   20 386 253,   21 562 932,   22 177 894,   22 359 245,   23 505 141,   22 947 800,   22 726 404,   22 380 804,   22 217 122,   22 864 801,   22 807 558,   23 126 898,   23 412 707,   23 937 718,   24 463 562,   24 837 570,   25 154 678,   25 441 113,   25 920 447,   26 180 406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections/total – including IoT – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active prepaid mobile connections including IoT, handset and mobile broadband connections. IoT connections are all assumed to be via a contract, so there are no prepaid IoT connections. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT – prepaid,Total,Sub-Saharan Africa,Côte d'Ivoire,Total market,,,,,,,   9 694 667,   11 971 237,   14 485 931,   15 906 579,   17 161 712,   18 331 238,   21 013 609,   24 026 819,   26 385 925,   31 085 988,   32 280 525,   34 036 621,   37 530 066,   40 315 781,   41 938 951,   43 854 923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   21 319 888,   22 677 802,   23 364 669,   24 026 819,   23 150 609,   23 574 261,   24 942 328,   26 385 925,   28 066 088,   29 331 695,   30 635 482,   31 085 988,   31 335 066,   32 439 747,   31 985 189,   32 280 525,   32 066 438,   32 978 635,   33 230 042,   34 036 621,   35 091 782,   35 465 465,   36 261 395,   37 530 066,   38 273 096,   38 556 438,   38 455 842,   40 315 781,   41 124 839,   40 102 544,   41 128 044,   41 938 951,   41 917 304,   41 845 829,   42 620 335,   43 854 923,   44 097 569,   44 822 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections/total – including IoT – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active prepaid mobile connections including IoT, handset and mobile broadband connections. IoT connections are all assumed to be via a contract, so there are no prepaid IoT connections. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT – prepaid,Total,Sub-Saharan Africa,Ghana,Total market,,,,,   5 143 810,   7 588 125,   11 557 035,   14 888 444,   16 065 944,   18 809 145,   21 942 215,   23 687 283,   24 868 448,   26 550 607,   27 200 203,   27 659 082,   28 801 554,   30 319 621,   34 396 057,   35 113 055,   35 998 997,   31 022 655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   25 109 957,   25 691 062,   25 940 553,   26 550 607,   26 697 107,   26 694 547,   26 783 061,   27 200 203,   27 295 244,   27 597 350,   27 707 276,   27 659 082,   27 990 833,   28 233 832,   28 297 673,   28 801 554,   29 875 431,   29 956 125,   29 860 122,   30 319 621,   30 803 611,   31 485 088,   33 340 145,   34 396 057,   35 316 900,   35 502 941,   36 123 593,   35 113 055,   36 310 055,   36 510 204,   36 404 216,   35 998 997,   34 404 959,   31 812 303,   30 448 310,   31 022 655,   31 596 470,   31 837 178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections/total – including IoT – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active prepaid mobile connections including IoT, handset and mobile broadband connections. IoT connections are all assumed to be via a contract, so there are no prepaid IoT connections. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT – prepaid,Total,Sub-Saharan Africa,Kenya,Total market,,,,,   6 995 500,   11 202 000,   16 027 854,   19 178 185,   23 597 423,   25 476 740,   27 943 460,   29 235 338,   30 601 849,   35 803 130,   37 569 092,   41 316 591,   48 230 159,   53 377 868,   59 799 818,   63 756 193,   64 446 457,   69 835 138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   31 560 220,   32 748 423,   34 256 136,   35 803 130,   34 441 540,   35 445 025,   36 837 108,   37 569 092,   37 878 677,   38 947 049,   39 536 597,   41 316 591,   42 805 763,   44 427 299,   45 386 281,   48 230 159,   49 688 063,   50 663 259,   51 790 444,   53 377 868,   54 185 841,   56 026 142,   58 767 723,   59 799 818,   60 713 256,   63 139 896,   63 631 572,   63 756 193,   63 318 148,   63 395 122,   64 105 910,   64 446 457,   66 869 091,   67 905 216,   70 004 102,   69 835 138,   71 122 541,   72 409 944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections/total – including IoT – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active prepaid mobile connections including IoT, handset and mobile broadband connections. IoT connections are all assumed to be via a contract, so there are no prepaid IoT connections. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT – prepaid,Total,Sub-Saharan Africa,Nigeria,Total market,,,,,   27 764 843,   40 064 375,   62 445 774,   72 343 825,   84 980 694,   92 092 091,   108 411 641,   119 658 578,   129 773 054,   139 907 181,   142 052 969,   141 084 518,   159 191 914,   174 950 636,   194 385 643,   183 932 119,   202 117 906,   209 947 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   133 996 716,   138 232 095,   139 729 194,   139 907 181,   137 761 213,   138 904 976,   141 153 037,   142 052 969,   139 903 447,   135 593 750,   136 116 213,   141 084 518,   145 125 049,   147 156 046,   149 514 723,   159 191 914,   164 051 021,   165 438 349,   171 036 968,   174 950 636,   178 711 262,   183 089 332,   191 741 665,   194 385 643,   181 956 774,   176 810 327,   178 577 258,   183 932 119,   188 009 668,   194 767 329,   198 150 078,   202 117 906,   204 199 549,   205 331 955,   206 290 465,   209 947 100,   207 912 044,   209 548 596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections/total – including IoT – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active prepaid mobile connections including IoT, handset and mobile broadband connections. IoT connections are all assumed to be via a contract, so there are no prepaid IoT connections. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT – prepaid,Total,Sub-Saharan Africa,Rwanda,Total market,,,,,,    636 519,   1 321 976,   2 157 840,   3 281 226,   3 907 586,   4 738 762,   6 117 421,   7 030 596,   7 805 121,   7 805 742,   7 834 420,   9 438 679,   9 424 202,   10 049 451,   10 261 327,   10 583 431,   11 957 313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   7 110 297,   7 319 210,   7 599 353,   7 805 121,   7 781 301,   7 886 714,   7 812 427,   7 805 742,   7 878 645,   7 901 621,   8 055 485,   7 834 420,   8 090 303,   8 316 598,   8 734 301,   9 438 679,   9 047 038,   8 779 363,   9 135 637,   9 424 202,   9 553 225,   9 310 069,   9 918 452,   10 049 451,   10 091 051,   10 434 119,   10 391 875,   10 261 327,   10 053 310,   10 091 210,   10 408 481,   10 583 431,   10 930 593,   11 277 056,   11 793 003,   11 957 313,   12 311 119,   12 597 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections/total – including IoT – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active prepaid mobile connections including IoT, handset and mobile broadband connections. IoT connections are all assumed to be via a contract, so there are no prepaid IoT connections. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
Mobile,Connections,total – including IoT – prepaid,Total,Sub-Saharan Africa,South Africa,Total market,,,,,   28 774 364,   33 327 281,   38 603 672,   38 455 662,   39 792 657,   47 815 546,   54 288 629,   58 268 341,   65 176 707,   69 007 445,   72 373 913,   77 556 309,   83 819 012,   81 430 131,   84 835 261,   91 269 279,   92 268 303,   97 190 775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   66 079 649,   67 474 978,   67 820 705,   69 007 445,   67 955 445,   67 270 675,   69 575 180,   72 373 913,   73 102 674,   76 598 575,   77 060 508,   77 556 309,   78 128 062,   80 350 446,   81 011 837,   83 819 012,   82 695 031,   82 515 545,   82 057 706,   81 430 131,   76 999 658,   74 528 029,   81 188 137,   84 835 261,   85 694 583,   87 102 282,   88 969 873,   91 269 279,   90 522 336,   91 168 750,   92 635 543,   92 268 303,   90 917 262,   91 488 613,   92 809 908,   97 190 775,   97 004 159,   95 397 817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,None,n/a,Totals,Totals,Not specified,Totals,Prepaid,Standardised,"Mobile/Connections/total – including IoT – prepaid | Publication date: 24 September 2024 Based on historical data up to quarter 2 of 2024 | Total active prepaid mobile connections including IoT, handset and mobile broadband connections. IoT connections are all assumed to be via a contract, so there are no prepaid IoT connections. Active subscribers are those that have used their mobile account in the past 3 months. Connections metrics relate to the end-of-period figure.  "
